Carriers,Country,Arrival,Departure,Duration(mins),Number of stops,Price,Price (Original Currency),Book
"['Singapore Airlines', 'Air China']",MY,2016-10-15T20:40:00,2016-10-15T08:30:00,1150,1,3599.6155400289863,10919.07,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c802%7c16292%7c2016-10-15T08%3a30%7c15277%7c2016-10-15T14%3a40%3bflight%7c-32690%7c855%7c15277%7c2016-10-15T16%3a25%7c13554%7c2016-10-15T20%3a40%26carriers%3d-31876%2c-32690%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d10919.07%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_80a82490d16461da7f1794377dcdc605%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Singapore Airlines', 'Air China']",ID,2016-10-15T20:40:00,2016-10-15T08:30:00,1150,1,3602.524081323102,33943648.50301297,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c802%7c16292%7c2016-10-15T08%3a30%7c15277%7c2016-10-15T14%3a40%3bflight%7c-32690%7c855%7c15277%7c2016-10-15T16%3a25%7c13554%7c2016-10-15T20%3a40%26carriers%3d-31876%2c-32690%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d33943648.50%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_80a82490d16461da7f1794377dcdc605%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Air China', 'Singapore Airlines']",SG,2016-10-15T20:40:00,2016-10-15T08:30:00,1150,1,3602.586476052628,3602.586476052628,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c802%7c16292%7c2016-10-15T08%3a30%7c15277%7c2016-10-15T14%3a40%3bflight%7c-32690%7c855%7c15277%7c2016-10-15T16%3a25%7c13554%7c2016-10-15T20%3a40%26carriers%3d-31876%2c-32690%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d3602.59%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_80a82490d16461da7f1794377dcdc605%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['S7 Airlines', 'S7 Airlines']",SG,2016-10-15T20:20:00,2016-10-15T02:30:00,1490,1,3642.3800000000006,3642.38,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2ftpsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31913%7c4408%7c16292%7c2016-10-15T02%3a30%7c11051%7c2016-10-15T08%3a10%3bflight%7c-31913%7c4005%7c11051%7c2016-10-15T18%3a10%7c13554%7c2016-10-15T20%3a20%26carriers%3d-31913%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d3642.38%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_4330dbd8dfac84148c8bceaa5028f25e%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a52
"['Air France', 'British Airways']",ID,2016-10-16T10:55:00,2016-10-15T22:50:00,1145,1,3644.78089280827,34341800.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32677%7c257%7c16292%7c2016-10-15T22%3a50%7c10413%7c2016-10-16T06%3a10%3bflight%7c-32480%7c307%7c10413%7c2016-10-16T10%3a30%7c13554%7c2016-10-16T10%3a55%26carriers%3d-32677%2c-32480%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d34341800.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_9699e43896c4fd786c7f5e7703f0a54c%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Singapore Airlines', 'Asiana Airlines']",ID,2016-10-15T18:25:00,2016-10-15T00:10:00,1515,1,3644.7915060577,34341900.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fvian%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c608%7c16292%7c2016-10-15T00%3a10%7c12409%7c2016-10-15T07%3a45%3bflight%7c-32558%7c521%7c12409%7c2016-10-15T14%3a30%7c13554%7c2016-10-15T18%3a25%26carriers%3d-31876%2c-32558%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d34341900.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_0d85087f43473c098077ffe7f0a2f597%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T11%3a04%3a38
"['Singapore Airlines', 'British Airways']",ID,2016-10-16T13:05:00,2016-10-15T22:45:00,1280,1,3790.7396055966087,35717050.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c636%7c16292%7c2016-10-15T22%3a45%7c12234%7c2016-10-16T06%3a45%3bflight%7c-32480%7c8%7c12234%7c2016-10-16T08%3a50%7c13554%7c2016-10-16T13%3a05%26carriers%3d-31876%2c-32480%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d35717050.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_7e51d082ce941006c1e62a18f9657f50%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Oman Air', 'Oman Air', 'Oman Air']",SG,2016-10-15T19:05:00,2016-10-15T07:30:00,1115,2,3844.9999999999995,3845.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2flmsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32003%7c824%7c16292%7c2016-10-15T07%3a30%7c13311%7c2016-10-15T08%3a35%3bflight%7c-32003%7c824%7c13311%7c2016-10-15T09%3a35%7c13938%7c2016-10-15T12%3a20%3bflight%7c-32003%7c101%7c13938%7c2016-10-15T14%3a00%7c13554%7c2016-10-15T19%3a05%26carriers%3d-32003%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d3845.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_cc20e3066c63eb51ba4bac98d963084c%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a53
"['Thai Airways', 'Thai Airways']",MY,2016-10-15T18:50:00,2016-10-15T07:40:00,1090,1,3862.9603928270135,11717.9,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31767%7c402%7c16292%7c2016-10-15T07%3a40%7c9970%7c2016-10-15T09%3a00%3bflight%7c-31767%7c916%7c9970%7c2016-10-15T12%3a45%7c13554%7c2016-10-15T18%3a50%26carriers%3d-31767%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d11717.90%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_f77ec61bdef9a3a5552571a0a2912f67%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Thai Airways', 'Thai Airways']",MY,2016-10-16T07:15:00,2016-10-15T20:50:00,1045,1,3862.9603928270135,11717.9,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31767%7c410%7c16292%7c2016-10-15T20%3a50%7c9970%7c2016-10-15T22%3a10%3bflight%7c-31767%7c910%7c9970%7c2016-10-16T01%3a10%7c13554%7c2016-10-16T07%3a15%26carriers%3d-31767%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d11717.90%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_56059fe702715ca8c59247dd6330e3a3%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Thai Airways', 'Thai Airways']",ID,2016-10-16T07:15:00,2016-10-15T20:50:00,1045,1,3866.081720561915,36426937.34846061,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31767%7c410%7c16292%7c2016-10-15T20%3a50%7c9970%7c2016-10-15T22%3a10%3bflight%7c-31767%7c910%7c9970%7c2016-10-16T01%3a10%7c13554%7c2016-10-16T07%3a15%26carriers%3d-31767%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d36426937.35%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_56059fe702715ca8c59247dd6330e3a3%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Thai Airways', 'Thai Airways']",ID,2016-10-15T18:50:00,2016-10-15T07:40:00,1090,1,3866.081720561915,36426937.34846061,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31767%7c402%7c16292%7c2016-10-15T07%3a40%7c9970%7c2016-10-15T09%3a00%3bflight%7c-31767%7c916%7c9970%7c2016-10-15T12%3a45%7c13554%7c2016-10-15T18%3a50%26carriers%3d-31767%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d36426937.35%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_f77ec61bdef9a3a5552571a0a2912f67%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Singapore Airlines', 'British Airways']",ID,2016-10-15T14:35:00,2016-10-15T00:10:00,1285,1,3889.739996281184,36649850.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c608%7c16292%7c2016-10-15T00%3a10%7c12409%7c2016-10-15T07%3a45%3bflight%7c-32480%7c18%7c12409%7c2016-10-15T10%3a35%7c13554%7c2016-10-15T14%3a35%26carriers%3d-31876%2c-32480%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d36649850.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_9d421b9f861059a36bcbb99ee8ba663d%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Jet Airways', 'Singapore Airlines']",ID,2016-10-16T06:45:00,2016-10-15T19:00:00,1125,1,3978.4359366859776,37485559.5627349,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c424%7c16292%7c2016-10-15T19%3a00%7c10075%7c2016-10-15T21%3a45%3bflight%7c-32177%7c120%7c10075%7c2016-10-16T01%3a40%7c13554%7c2016-10-16T06%3a45%26carriers%3d-31876%2c-32177%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d37485559.56%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_c0d45f5f06e1f18c446c1d3e7f473ace%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Thai Airways', 'Thai Airways']",SG,2016-10-16T07:15:00,2016-10-15T20:50:00,1045,1,3986.14,3986.14,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2ftpsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31767%7c410%7c16292%7c2016-10-15T20%3a50%7c9970%7c2016-10-15T22%3a10%3bflight%7c-31767%7c910%7c9970%7c2016-10-16T01%3a10%7c13554%7c2016-10-16T07%3a15%26carriers%3d-31767%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d3986.14%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_c64f3c16ffa8f8fb05190808e1f893be%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a52
"['Thai Airways', 'Thai Airways']",SG,2016-10-15T18:50:00,2016-10-15T07:40:00,1090,1,3986.14,3986.14,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fSG%2fen-gb%2fSGD%2ftpsg%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31767%7c402%7c16292%7c2016-10-15T07%3a40%7c9970%7c2016-10-15T09%3a00%3bflight%7c-31767%7c916%7c9970%7c2016-10-15T12%3a45%7c13554%7c2016-10-15T18%3a50%26carriers%3d-31767%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d3986.14%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3dd27c4fca-8333-4e32-a681-a6669d9afeb2%26deeplink_ids%3dap-northeast-1.prod_98bf926f85c04158d586d9b425159216%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a34%3a52
"['Singapore Airlines', 'Jet Airways']",MY,2016-10-15T17:55:00,2016-10-15T07:40:00,1035,1,4159.053987756603,12616.07,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fbgmy%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c422%7c16292%7c2016-10-15T07%3a40%7c10075%7c2016-10-15T10%3a30%3bflight%7c-32177%7c118%7c10075%7c2016-10-15T12%3a55%7c13554%7c2016-10-15T17%3a55%26carriers%3d-31876%2c-32177%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d12616.07%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_1f66bf873eda4a6ccdb0cd15cd7cda04%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a42
"['Jet Airways', 'Singapore Airlines']",MY,2016-10-16T06:45:00,2016-10-15T19:00:00,1125,1,4159.053987756603,12616.07,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fbgmy%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c424%7c16292%7c2016-10-15T19%3a00%7c10075%7c2016-10-15T21%3a45%3bflight%7c-32177%7c120%7c10075%7c2016-10-16T01%3a40%7c13554%7c2016-10-16T06%3a45%26carriers%3d-31876%2c-32177%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d12616.07%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_6d00b73f262da6cd75ba76e58c5e0651%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a42
"['Singapore Airlines', 'British Airways']",ID,2016-10-16T05:35:00,2016-10-15T18:30:00,1085,1,4203.1439453292305,39602800.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c2%7c16292%7c2016-10-15T18%3a30%7c12191%7c2016-10-15T22%3a15%3bflight%7c-32480%7c28%7c12191%7c2016-10-15T23%3a45%7c13554%7c2016-10-16T05%3a35%26carriers%3d-31876%2c-32480%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d39602800.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_86b405c63c5b008ee970d006d29f83be%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Virgin Atlantic', 'Singapore Airlines']",ID,2016-10-16T05:30:00,2016-10-15T18:30:00,1080,1,4203.1439453292305,39602800.0,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fnusa%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-31876%7c2%7c16292%7c2016-10-15T18%3a30%7c12191%7c2016-10-15T22%3a15%3bflight%7c-31697%7c207%7c12191%7c2016-10-15T23%3a55%7c13554%7c2016-10-16T05%3a30%26carriers%3d-31876%2c-31697%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d39602800.00%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_d1d90cda8fe95d90bb641b859e2c8b15%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T07%3a36%3a15
"['Jet Airways', 'Air India']",MY,2016-10-16T11:30:00,2016-10-15T20:05:00,1345,1,4215.04068874516,12785.9,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fMY%2fms-my%2fMYR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32177%7c11%7c16292%7c2016-10-15T20%3a05%7c10075%7c2016-10-15T23%3a05%3bflight%7c-32672%7c131%7c10075%7c2016-10-16T06%3a30%7c13554%7c2016-10-16T11%3a30%26carriers%3d-32177%2c-32672%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d12785.90%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d56f80434-46a9-4332-9a05-3473afb7cfa7%26deeplink_ids%3dap-northeast-1.prod_8e5dcb2a056561d88df7b7b67efcc298%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
"['Jet Airways', 'Air India']",ID,2016-10-16T11:30:00,2016-10-15T20:05:00,1345,1,4218.446502439224,39746983.52466589,http://partners.api.skyscanner.net/apiservices/deeplink/v2?_cje=Z%2fTY0aUOVIU1g9XSHLwfgzWmZcJ3bZLViWp%2bsMPY34MuCX%2bROXbZRI%2bEUN734A04&url=http%3a%2f%2fwww.apideeplink.com%2ftransport_deeplink%2f4.0%2fID%2fid-id%2fIDR%2fgtas%2f1%2f16292.13554.2016-10-15%2fair%2ftrava%2fflights%3fitinerary%3dflight%7c-32177%7c11%7c16292%7c2016-10-15T20%3a05%7c10075%7c2016-10-15T23%3a05%3bflight%7c-32672%7c131%7c10075%7c2016-10-16T06%3a30%7c13554%7c2016-10-16T11%3a30%26carriers%3d-32177%2c-32672%26passengers%3d1%26channel%3ddataapi%26cabin_class%3deconomy%26facilitated%3dfalse%26ticket_price%3d39746983.52%26is_npt%3dfalse%26is_multipart%3dfalse%26client_id%3dskyscanner_b2b%26request_id%3d9cdacac6-5dca-45e5-b4c6-ae21fc2dfe95%26deeplink_ids%3dap-northeast-1.prod_8e5dcb2a056561d88df7b7b67efcc298%26commercial_filters%3dfalse%26q_datetime_utc%3d2016-10-13T10%3a40%3a39
